species,phylum,enzyme_class,genes_per_genome,distinct_enzymes
RC9 sp900316675,Bacteroidota,PL,1.8,5
RC9 sp900317925,Bacteroidota,PL,2.25,4
RC9 sp900318565,Bacteroidota,PL,1.83333333333333,6
RC9 sp900320545,Bacteroidota,PL,2,4
RF16 sp002373505,Bacteroidota,PL,2,2
RF16 sp002394335,Bacteroidota,PL,5.83333333333333,6
RF16 sp002452095,Bacteroidota,PL,13,8
RF16 sp002477945,Bacteroidota,PL,2.5,2
RF16 sp900316845,Bacteroidota,PL,2,2
RF16 sp900317885,Bacteroidota,PL,2,2
RF16 sp900319005,Bacteroidota,PL,2,2
RF16 sp900320865,Bacteroidota,PL,1,1
Romboutsia timonensis,Firmicutes,PL,6,5
Roseburia hominis,Firmicutes,PL,4.5,2
Roseburia inulinivorans,Firmicutes,PL,1.16666666666667,6
Roseburia sp001940165,Firmicutes,PL,1,2
RUG114 sp900315615,Firmicutes,PL,16,1
RUG131 sp900315885,Firmicutes,PL,6,2
RUG293 sp900317575,Firmicutes,PL,1,2
RUG369 sp900317365,Other Phyla,PL,62,1
RUG563 sp900320085,Firmicutes,PL,7.33333333333333,3
RUG806 sp900313475,Firmicutes,PL,1.2,5
RUG832 sp900313725,Firmicutes,PL,1,1
Ruminiclostridium_C sp000435295,Firmicutes,PL,1,2
Ruminiclostridium_E siraeum,Firmicutes,PL,1.66666666666667,3
Ruminococcus flavefaciens_G,Firmicutes,PL,2,4
Ruminococcus sp002438605,Firmicutes,PL,1,2
Ruminococcus_A sp002361775,Firmicutes,PL,1.5,2
Ruminococcus_A sp003011855,Firmicutes,PL,1,4
Ruminococcus_C callidus,Firmicutes,PL,1,2
Ruminococcus_C sp000433635,Firmicutes,PL,15.5,6
Ruminococcus_D bicirculans,Firmicutes,PL,2.5,2
Ruminococcus_D sp000434695,Firmicutes,PL,1.33333333333333,3
Ruminococcus_E bromii_A,Firmicutes,PL,14.7,10
Ruminococcus_E bromii_B,Firmicutes,PL,5,4
Ruminococcus_E sp002350765,Firmicutes,PL,1,2
Ruminococcus_E sp002491825,Firmicutes,PL,1.33333333333333,6
Ruminococcus_E sp002493005,Firmicutes,PL,1,2
Ruminococcus_E sp003521625,Firmicutes,PL,1.75,4
Ruminococcus_E sp900314705,Firmicutes,PL,1,2
Ruminococcus_E sp900315815,Firmicutes,PL,4,3
Ruminococcus_E sp900317315,Firmicutes,PL,1,2
Ruminococcus_E sp900319655,Firmicutes,PL,1,1
Ruminococcus_F champanellensis,Firmicutes,PL,20.2,5
Ruthenibacterium lactatiformans,Firmicutes,PL,4.53846153846154,13
Selenomonas_C bovis,Firmicutes,PL,2,1
Sellimonas sp002159995,Firmicutes,PL,1,2
Sharpea azabuensis,Firmicutes,PL,1,1
Slackia_A piriformis,Actinobacteriota,PL,1,1
Spiro-01 sp001604265,Other Phyla,PL,23,3
Staphylococcus aureus,Firmicutes,PL,4,1
Streptococcus caballi,Firmicutes,PL,1,2
Streptococcus dysgalactiae,Firmicutes,PL,1,2
Streptococcus gallolyticus,Firmicutes,PL,4,1
Streptococcus suis,Firmicutes,PL,3.33333333333333,3
Succinivibrio sp900316375,Proteobacteria,PL,1.5,2
SZUA-448 sp003249225,Firmicutes,PL,1,1
TF01-11 sp001414325,Firmicutes,PL,1,1
Treponema_D berlinense,Other Phyla,PL,42.8,5
Treponema_D porcinum,Other Phyla,PL,1.66666666666667,3
Treponema_D succinifaciens,Other Phyla,PL,2,1
Tyzzerella sp000411335,Firmicutes,PL,1,1
Tyzzerella sp900316755,Firmicutes,PL,1,3
UBA10281 sp000437515,Firmicutes,PL,4,1
UBA1067 sp002351765,Other Phyla,PL,1,1
UBA1067 sp900320855,Other Phyla,PL,11,3
UBA1067 sp900321255,Other Phyla,PL,1,2
UBA10677 sp003533505,Firmicutes,PL,2.33333333333333,3
UBA11490 sp003524095,Firmicutes,PL,1,1
UBA11517 sp003522085,Firmicutes,PL,1,1
UBA11524 sp000437595,Firmicutes,PL,56.4444444444445,9
UBA1188 sp002310135,Firmicutes,PL,1,2
UBA1191 sp900066305,Firmicutes,PL,1,1
UBA1206 sp000433115,Firmicutes,PL,2.8,5
UBA1394 sp002305725,Firmicutes,PL,1.75,4
UBA1394 sp900066845,Firmicutes,PL,1.5,2
UBA1417 sp003531055,Firmicutes,PL,1.5,6
UBA1425 sp002329365,Firmicutes,PL,1.33333333333333,3
UBA1685 sp002320595,Firmicutes,PL,1,1
UBA1691 sp002320555,Firmicutes,PL,29,1
UBA1777 sp002320035,Firmicutes,PL,2.5,2
UBA1777 sp002431965,Firmicutes,PL,1,2
UBA1777 sp003150355,Firmicutes,PL,1.14285714285714,7
UBA1777 sp900317375,Firmicutes,PL,2,1
UBA1777 sp900319275,Firmicutes,PL,2,1
UBA1777 sp900319635,Firmicutes,PL,1,1
UBA1777 sp900319695,Firmicutes,PL,1,1
UBA1777 sp900319835,Firmicutes,PL,1,1
UBA1777 sp900319935,Firmicutes,PL,1,2
UBA2727 sp002480925,Firmicutes,PL,2,1
UBA2727 sp900100095,Firmicutes,PL,1,1
UBA2727 sp900315505,Firmicutes,PL,1.5,2
UBA2727 sp900316165,Firmicutes,PL,1,1
UBA2856 sp900319065,Firmicutes,PL,1,1
UBA2862 sp002350605,Firmicutes,PL,1,1
UBA2862 sp900315585,Firmicutes,PL,83,1
UBA2862 sp900317565,Firmicutes,PL,15.2,5
UBA2862 sp900318045,Firmicutes,PL,1.5,2
UBA2882 sp900317505,Firmicutes,PL,2.66666666666667,3
UBA2922 sp900313925,Firmicutes,PL,1,2
UBA3206 sp002363705,Firmicutes,PL,1.5,2
UBA3207 sp002393905,Firmicutes,PL,1,2
UBA3636 sp002448475,Other Phyla,PL,1,1
UBA3789 sp900314225,Firmicutes,PL,1,1
UBA3818 sp002369315,Firmicutes,PL,3.33333333333333,3
UBA4334 sp900316975,Bacteroidota,PL,5.6,5
UBA4372 sp002395775,Bacteroidota,PL,3,1
UBA4716 sp002438865,Firmicutes,PL,10,3
UBA4717 sp002404395,Firmicutes,PL,1,1
UBA4951 sp900321485,Firmicutes,PL,7,1
UBA5893 sp002431905,Firmicutes,PL,1,1
UBA5905 sp002431285,Firmicutes,PL,1,1
UBA5920 sp002406055,Other Phyla,PL,115.666666666667,3
UBA629 sp900316625,Firmicutes,PL,1.66666666666667,3
UBA629 sp900316665,Firmicutes,PL,1,1
UBA629 sp900317915,Firmicutes,PL,1,1
UBA636 sp002299675,Firmicutes,PL,1,2
UBA6398 sp003150315,Bacteroidota,PL,1,2
UBA644 sp002299265,Firmicutes,PL,2,3
UBA6984 sp003258725,Other Phyla,PL,1,1
UBA7004 sp002449755,Firmicutes,PL,12,2
UBA7102 sp002492415,Firmicutes,PL,17.5,4
UBA7173 sp001689685,Bacteroidota,PL,4,2
UBA7173 sp001701135,Bacteroidota,PL,55.5,2
UBA7182 sp002160135,Firmicutes,PL,1,1
UBA733 sp900317295,Firmicutes,PL,2,2
UBA737 sp002297415,Firmicutes,PL,5,2
UBA737 sp002431945,Firmicutes,PL,7.5,4
UBA737 sp002451855,Firmicutes,PL,2,1
UBA738 sp002404605,Firmicutes,PL,1.33333333333333,3
UBA738 sp003522945,Firmicutes,PL,1.5,4
UBA7642 sp900316035,Firmicutes,PL,1,1
UBA7748 sp900314535,Actinobacteriota,PL,1,2
UBA9506 sp003506415,Firmicutes,PL,4,2
Victivallis sp002998355,Other Phyla,PL,1.57142857142857,7
Victivallis vadensis,Other Phyla,PL,1.375,8
Zag1 sp001765415,Other Phyla,PL,1,1
Zag111 sp002102825,Other Phyla,PL,2,4
Zag111 sp003258735,Other Phyla,PL,2,1
,Bacteroidota,PL,1.5,7
,Firmicutes,PL,1.57142857142857,7
,Other Phyla,PL,1,7
992a sp001940245,Firmicutes,AA,10.5,2
Acetatifactor sp002314715,Firmicutes,AA,1,1
Acetatifactor sp900066365,Firmicutes,AA,1,2
Acidaminococcus fermentans,Firmicutes,AA,38,1
Acidaminococcus sp000437815,Firmicutes,AA,1,1
Acinetobacter lwoffii_B,Proteobacteria,AA,2.66666666666667,3
Acinetobacter sp002934695,Proteobacteria,AA,1,2
Actinobacillus_B seminis,Proteobacteria,AA,1,1
Adlercreutzia mucosicola,Actinobacteriota,AA,1,1
Aerococcus suis,Firmicutes,AA,8,1
Aerococcus urinaeequi,Firmicutes,AA,3,1
Agathobacter sp000434275,Firmicutes,AA,1,2
Agathobacter sp900317585,Firmicutes,AA,3.5,2
Agathobaculum butyriciproducens,Firmicutes,AA,70,1
Akkermansia sp002358905,Other Phyla,AA,9,1
Alistipes sp900021155,Bacteroidota,AA,1,1
An172 sp002160515,Firmicutes,AA,1,1
Anaerofilum sp002160015,Firmicutes,AA,1,1
Anaerosporobacter mobilis,Firmicutes,AA,1,1
Anaerostipes sp001940315,Firmicutes,AA,1,1
Anaerovibrio lipolyticus,Firmicutes,AA,12,1
Anaerovibrio sp002100115,Firmicutes,AA,36.3333333333333,3
Angelakisella sp003453215,Firmicutes,AA,1,1
Bacillus subtilis,Firmicutes,AA,2.66666666666667,3
Bacteroides fragilis,Bacteroidota,AA,1,1
Bacteroides_B massiliensis,Bacteroidota,AA,1,1
Bifidobacterium boum,Actinobacteriota,AA,1,2
Bilophila wadsworthia,Other Phyla,AA,26.5,2
Blautia sp000436935,Firmicutes,AA,1,1
Blautia_A massiliensis,Firmicutes,AA,34.3333333333333,3
Blautia_A obeum,Firmicutes,AA,1.66666666666667,3
Blautia_A sp000285855,Firmicutes,AA,1,2
Blautia_A sp002159835,Firmicutes,AA,2,1
Blautia_A sp900066165,Firmicutes,AA,2,3
Blautia_A sp900066205,Firmicutes,AA,35.5,2
Blautia_A sp900066355,Firmicutes,AA,1,2
Blautia_A sp900066505,Firmicutes,AA,1,1
Blautia_A wexlerae,Firmicutes,AA,17,3
Butyricicoccus pullicaecorum,Firmicutes,AA,8.5,2
Butyricicoccus_A porcorum,Firmicutes,AA,9,1
Butyrivibrio fibrisolvens_C,Firmicutes,AA,1,1
Butyrivibrio hungatei,Firmicutes,AA,2,1
Butyrivibrio sp000420845,Firmicutes,AA,1,1
Butyrivibrio sp000420865,Firmicutes,AA,1,1
Butyrivibrio sp000424585,Firmicutes,AA,3,1
Butyrivibrio sp900102515,Firmicutes,AA,2,1
Butyrivibrio_A crossotus,Firmicutes,AA,1.5,2
Butyrivibrio_A sp000431815,Firmicutes,AA,1,1
CAG-1000 sp000436975,Firmicutes,AA,1,1
CAG-1024 sp000432015,Firmicutes,AA,1,1
CAG-103 sp000432375,Firmicutes,AA,74.5,2
CAG-103 sp900316745,Firmicutes,AA,11,1
CAG-103 sp900317855,Firmicutes,AA,27.6666666666667,3
CAG-110 sp000434635,Firmicutes,AA,3.5,2
CAG-110 sp000435995,Firmicutes,AA,1,1
CAG-110 sp002362145,Firmicutes,AA,17.6666666666667,3
CAG-110 sp002437585,Firmicutes,AA,11.5,2
CAG-110 sp002493965,Firmicutes,AA,1,2
CAG-110 sp003525905,Firmicutes,AA,3,1
CAG-115 sp003507295,Firmicutes,AA,1,1
CAG-115 sp003531585,Firmicutes,AA,6,1
CAG-127 sp002476495,Firmicutes,AA,1,1
CAG-127 sp900319515,Firmicutes,AA,14,1
CAG-1427 sp000436075,Actinobacteriota,AA,5.5,2
CAG-1435 sp000433775,Firmicutes,AA,1,1
CAG-1435 sp003537755,Firmicutes,AA,1,1
CAG-170 sp000432135,Firmicutes,AA,3,2
CAG-170 sp000436735,Firmicutes,AA,3,2
CAG-170 sp002404795,Firmicutes,AA,9.5,2
CAG-170 sp003516765,Firmicutes,AA,1.5,2
CAG-177 sp000431775,Firmicutes,AA,1,1
CAG-177 sp003514385,Firmicutes,AA,36,3
CAG-180 sp000432435,Firmicutes,AA,2,1
CAG-180 sp002490425,Firmicutes,AA,1,1
CAG-180 sp002490525,Firmicutes,AA,42,1
CAG-196 sp002102975,Other Phyla,AA,13.5,2
CAG-217 sp000436335,Firmicutes,AA,2,1
CAG-245 sp000435175,Firmicutes,AA,8,1
CAG-269 sp001916065,Firmicutes,AA,1,2
CAG-269 sp003525075,Firmicutes,AA,1,1
CAG-272 sp000433515,Firmicutes,AA,5,2
CAG-273 sp003507395,Firmicutes,AA,1.5,2
CAG-302 sp000431795,Firmicutes,AA,1,1
CAG-313 sp003539625,Firmicutes,AA,1,1
CAG-349 sp003539515,Firmicutes,AA,3,1
CAG-390 sp000437015,Firmicutes,AA,2,1
CAG-390 sp003523225,Firmicutes,AA,1,1
CAG-41 sp900066215,Firmicutes,AA,1,1
CAG-433 sp000433675,Firmicutes,AA,1,1
CAG-45 sp002299665,Firmicutes,AA,1.33333333333333,3
CAG-45 sp900315735,Firmicutes,AA,1,2
CAG-452 sp000434035,Firmicutes,AA,1,2
CAG-475 sp000434435,Firmicutes,AA,2,1
CAG-484 sp900321895,Other Phyla,AA,3,2
CAG-488 sp000434055,Firmicutes,AA,1,2
CAG-510 sp000434615,Firmicutes,AA,3,1
CAG-521 sp000437635,Proteobacteria,AA,1,1
CAG-533 sp000434495,Firmicutes,AA,1,2
CAG-536 sp900314505,Firmicutes,AA,3,1
CAG-590 sp000431135,Firmicutes,AA,2,1
CAG-590 sp003530125,Firmicutes,AA,1,1
CAG-603 sp900314525,Firmicutes,AA,1,1
CAG-724 sp003524145,Firmicutes,AA,5,2
CAG-791 sp000431495,Firmicutes,AA,1,1
CAG-81 sp000435795,Firmicutes,AA,1,2
CAG-83 sp000431575,Firmicutes,AA,1,2
CAG-83 sp000435555,Firmicutes,AA,5,1
CAG-83 sp000435975,Firmicutes,AA,1.5,2
CAG-83 sp001916855,Firmicutes,AA,2.5,2
CAG-83 sp002392625,Firmicutes,AA,2,1
CAG-83 sp003487665,Firmicutes,AA,4,2
CAG-83 sp003539495,Firmicutes,AA,5,2
CAG-83 sp900313295,Firmicutes,AA,2.5,2
CAG-83 sp900317425,Firmicutes,AA,1,1
CAG-841 sp000437375,Firmicutes,AA,1,1
CAG-914 sp000437895,Firmicutes,AA,2.5,2
CAG-95 sp000438155,Firmicutes,AA,1,1
Campylobacter hyointestinalis_A,Other Phyla,AA,11,1
Campylobacter lanienae,Other Phyla,AA,3,1
Campylobacter sp002139915,Other Phyla,AA,38,1
Campylobacter_D coli,Other Phyla,AA,3,1
Cloacibacillus evryensis,Other Phyla,AA,2,1
Cloacibacillus porcorum,Other Phyla,AA,98,1
Clostridium baratii,Firmicutes,AA,2.33333333333333,3
Clostridium celatum,Firmicutes,AA,4,1
Clostridium disporicum,Firmicutes,AA,4.75,4
Clostridium nigeriense,Firmicutes,AA,1,1
Clostridium saudiense,Firmicutes,AA,4,1
Clostridium sp000435835,Firmicutes,AA,44.3333333333333,3
Clostridium sp900317445,Firmicutes,AA,1,2
Clostridium thermobutyricum,Firmicutes,AA,2,2
Clostridium_A leptum,Firmicutes,AA,2,1
Clostridium_AI sp002297865,Firmicutes,AA,1,1
Clostridium_M bolteae,Firmicutes,AA,1,1
Clostridium_M clostridioforme,Firmicutes,AA,2,3
Clostridium_M sp000155435,Firmicutes,AA,6,1
Clostridium_M sp001517625,Firmicutes,AA,1,1
Clostridium_P perfringens,Firmicutes,AA,25.3333333333333,3
Clostridium_P ventriculi,Firmicutes,AA,60,1
Clostridium_Q saccharolyticum,Firmicutes,AA,1,1
Collinsella bouchesdurhonensis,Actinobacteriota,AA,1,1
Comamonas kerstersii,Proteobacteria,AA,18.75,4
Coprococcus eutactus_A,Firmicutes,AA,1,2
Coprococcus sp000433075,Firmicutes,AA,1,1
Coprococcus_A catus,Firmicutes,AA,84,2
Coprococcus_B comes,Firmicutes,AA,1.66666666666667,3
Corynebacterium amycolatum,Actinobacteriota,AA,2,1
Corynebacterium glutamicum,Actinobacteriota,AA,3,1
Corynebacterium sp900232865,Actinobacteriota,AA,2,1
Corynebacterium stationis,Actinobacteriota,AA,52,2
Corynebacterium variabile,Actinobacteriota,AA,1,2
Corynebacterium xerosis,Actinobacteriota,AA,58.3333333333333,3
D5 sp900113995,Firmicutes,AA,1,1
Desulfovibrio piger,Other Phyla,AA,18.5,2
Desulfovibrio sp000403945,Other Phyla,AA,57,1
Desulfovibrio sp900319575,Other Phyla,AA,51,1
Dietzia maris,Actinobacteriota,AA,2,2
Dietzia sp002441635,Actinobacteriota,AA,13.5,2
Dorea formicigenerans,Firmicutes,AA,32.3333333333333,3
Dorea longicatena,Firmicutes,AA,61,2
Dorea longicatena_B,Firmicutes,AA,24.5,2
Dorea scindens,Firmicutes,AA,6,1
Dorea sp000433215,Firmicutes,AA,8,3
Dorea sp002160985,Firmicutes,AA,1,1
Duodenibacillus sp002404465,Proteobacteria,AA,1,1
Enterobacter himalayensis,Proteobacteria,AA,8.66666666666667,3
Enterococcus faecalis,Firmicutes,AA,12.5,2
Enterococcus_B durans,Firmicutes,AA,34,1
Enterococcus_B faecium,Firmicutes,AA,6,1
Enterococcus_B faecium_B,Firmicutes,AA,8,1
Enterococcus_B hirae,Firmicutes,AA,52.6666666666667,3
Enterococcus_B villorum,Firmicutes,AA,23,2
Enterococcus_D casseliflavus,Firmicutes,AA,2,1
Enterococcus_D gallinarum,Firmicutes,AA,2,1
Enterococcus_E cecorum,Firmicutes,AA,3,1
Enteroscipio rubneri,Actinobacteriota,AA,1,2
ER4 sp000765235,Firmicutes,AA,4.33333333333333,3
ER4 sp002405995,Firmicutes,AA,1,1
ER4 sp003522105,Firmicutes,AA,2,2
ER4 sp900317525,Firmicutes,AA,5.33333333333333,3
Erysipelatoclostridium ramosum,Firmicutes,AA,1,1
Escherichia coli,Proteobacteria,AA,4.66666666666667,3
Escherichia coli_D,Proteobacteria,AA,2,2
Escherichia dysenteriae,Proteobacteria,AA,3.66666666666667,3
Escherichia flexneri,Proteobacteria,AA,91.25,4
Eubacterium callanderi,Firmicutes,AA,47,1
Eubacterium_E hallii,Firmicutes,AA,20.5,2
Eubacterium_E hallii_A,Firmicutes,AA,21.3333333333333,3
Eubacterium_E sp002161065,Firmicutes,AA,4,1
Eubacterium_E sp900016875,Firmicutes,AA,2,1
Eubacterium_F sp000434115,Firmicutes,AA,1,1
Eubacterium_F sp002431395,Firmicutes,AA,5,1
Eubacterium_F sp003491505,Firmicutes,AA,1.33333333333333,3
Eubacterium_H sp002394235,Firmicutes,AA,1,2
Eubacterium_H sp003488475,Firmicutes,AA,1.5,2
Eubacterium_H sp900314295,Firmicutes,AA,1.5,2
Eubacterium_H sp900317175,Firmicutes,AA,1,1
Eubacterium_I sp000270305,Firmicutes,AA,2,1
Eubacterium_Q sp900314445,Firmicutes,AA,1,1
Eubacterium_R coprostanoligenes,Firmicutes,AA,2,1
Eubacterium_R sp000433975,Firmicutes,AA,2,1
Eubacterium_R sp000434995,Firmicutes,AA,1,2
Eubacterium_R sp000436835,Firmicutes,AA,1,1
Eubacterium_R sp900321905,Firmicutes,AA,1,1
F23-B02 sp000431075,Firmicutes,AA,1.33333333333333,3
F23-B02 sp001916715,Firmicutes,AA,2,2
F23-B02 sp002314685,Firmicutes,AA,1,1
F23-B02 sp002472405,Firmicutes,AA,78.5,2
Faecalibacterium prausnitzii_C,Firmicutes,AA,1,2
Faecalibacterium prausnitzii_D,Firmicutes,AA,1,2
Faecalibacterium prausnitzii_G,Firmicutes,AA,1,1
Faecalibacterium prausnitzii_K,Firmicutes,AA,2,2
Faecalibacterium sp002160895,Firmicutes,AA,2,2
Faecalibacterium sp002160915,Firmicutes,AA,1,2
Faecalicatena faecis,Firmicutes,AA,2,3
Faecalicatena gnavus,Firmicutes,AA,2,1
Faecalicatena orotica,Firmicutes,AA,6,1
Faecalicatena sp900066545,Firmicutes,AA,1,2
Faecalicatena torques,Firmicutes,AA,1,1
Firm-10 sp001603025,Firmicutes,AA,40,1
Firm-11 sp001604105,Firmicutes,AA,7,1
Firm-11 sp001604115,Firmicutes,AA,1,1
Flavonifractor plautii,Firmicutes,AA,2,1
Flavonifractor sp002159175,Firmicutes,AA,14.5,2
Flavonifractor sp002159455,Firmicutes,AA,3,1
Flavonifractor sp002161085,Firmicutes,AA,4,1
Flavonifractor sp900199495,Firmicutes,AA,15,1
Fournierella sp002160145,Firmicutes,AA,1,1
Fusicatenibacter saccharivorans,Firmicutes,AA,43.5,2
GCA-900066135 sp900066135,Firmicutes,AA,3,1
Gemmiger formicilis,Firmicutes,AA,6,1
Gemmiger sp003476825,Firmicutes,AA,2.5,2
Globicatella sulfidifaciens,Firmicutes,AA,1,1
Glutamicibacter mysorens,Actinobacteriota,AA,1,1
Helicobacter_F sp002287135,Other Phyla,AA,6,1
Hungatella amygdalinum,Firmicutes,AA,1,1
Hungatella effluvii,Firmicutes,AA,5,2
Hungatella hathewayi,Firmicutes,AA,1,1
Intestinibacter bartlettii,Firmicutes,AA,22,1
Intestinimonas butyriciproducens,Firmicutes,AA,15.6666666666667,3
Intestinimonas massiliensis,Firmicutes,AA,31.3333333333333,3
ISO4-G1 sp001563305,Other Phyla,AA,1,1
Jeotgalibaca sp001975685,Firmicutes,AA,2,1
KLE1615 sp900066985,Firmicutes,AA,3.33333333333333,3
Klebsiella pneumoniae,Proteobacteria,AA,2,2
Kurthia sp002359015,Firmicutes,AA,5,1
Kurthia sp002418445,Firmicutes,AA,1.5,2
Lachnospira eligens,Firmicutes,AA,1,1
Lachnospira multipara,Firmicutes,AA,1,1
Lachnospira sp900316325,Firmicutes,AA,1.5,2
Lactobacillus amylovorus,Firmicutes,AA,1,1
Lactobacillus crispatus,Firmicutes,AA,6,1
Lactobacillus delbrueckii,Firmicutes,AA,46,1
Lactobacillus delbrueckii_A,Firmicutes,AA,91,1
Lactobacillus gallinarum,Firmicutes,AA,2.5,2
Lactobacillus helveticus,Firmicutes,AA,2,1
Lactobacillus johnsonii,Firmicutes,AA,2,3
Lactobacillus_B salivarius,Firmicutes,AA,1.5,4
Lactobacillus_C rhamnosus,Firmicutes,AA,1,1
Lactobacillus_F plantarum,Firmicutes,AA,4,2
Lactobacillus_H mucosae,Firmicutes,AA,1,1
Lactobacillus_H reuteri,Firmicutes,AA,4,3
Lactobacillus_H vaginalis,Firmicutes,AA,1,2
Lawsonibacter sp000177015,Firmicutes,AA,4.33333333333333,3
Lawsonibacter sp002160305,Firmicutes,AA,1,1
Lawsonibacter sp002161175,Firmicutes,AA,1,1
Mailhella sp003512875,Other Phyla,AA,1,2
Marseille-P3106 sp900169975,Firmicutes,AA,8.66666666666667,3
Marvinbryantia sp900066075,Firmicutes,AA,3,2
Megasphaera elsdenii,Firmicutes,AA,307,2
Methanobrevibacter_A gottschalkii,Other Phyla,AA,139,1
Methanobrevibacter_A smithii,Other Phyla,AA,133,1
Methanobrevibacter_B wolinii,Other Phyla,AA,4,1
Methanomethylophilus alvus,Other Phyla,AA,46,1
Methanomethylophilus sp000350305,Other Phyla,AA,14,1
Methanosphaera cuniculi,Other Phyla,AA,6.5,2
Methanosphaera sp900322125,Other Phyla,AA,2.5,2
Mitsuokella jalaludinii,Firmicutes,AA,3,1
Mitsuokella multacida,Firmicutes,AA,1,1
Mogibacterium sp002299625,Firmicutes,AA,1,1
Mogibacterium sp900315625,Firmicutes,AA,2,1
Negativibacillus massiliensis,Firmicutes,AA,1,1
Neisseria meningitidis_B,Proteobacteria,AA,13,1
NK3B98 sp900314485,Firmicutes,AA,1,1
Odoribacter massiliensis,Bacteroidota,AA,7,1
OEMS01 sp900199405,Firmicutes,AA,40.6666666666667,3
Olsenella_C umbonata,Actinobacteriota,AA,1,1
Oribacterium sp900107835,Firmicutes,AA,1,1
Oscillibacter sp000403435,Firmicutes,AA,1,1
Oscillibacter sp001916835,Firmicutes,AA,5,3
Oscillibacter sp900066435,Firmicutes,AA,30.3333333333333,3
Oscillibacter sp900115635,Firmicutes,AA,1,2
Oxalobacter formigenes_B,Proteobacteria,AA,11,1
Paenalcaligenes hominis,Proteobacteria,AA,1.5,2
Parabacteroides distasonis,Bacteroidota,AA,1,1
Parabacteroides goldsteinii,Bacteroidota,AA,1,1
Paraburkholderia megapolitana,Proteobacteria,AA,1,1
PeH17 sp000435055,Firmicutes,AA,1,2
Phascolarctobacterium faecium,Firmicutes,AA,7,1
Phascolarctobacterium_A succinatutens,Firmicutes,AA,554,2
Phascolarctobacterium_A succinatutens_A,Firmicutes,AA,1,1
Phil12 sp002633275,Bacteroidota,AA,1,1
Polynucleobacter aenigmaticus,Proteobacteria,AA,1,1
Polynucleobacter rarus,Proteobacteria,AA,36,1
Polynucleobacter sphagniphilus,Proteobacteria,AA,2,1
Prevotella copri,Bacteroidota,AA,1.5,4
Prevotella sp000434515,Bacteroidota,AA,1,1
Prevotella sp000434975,Bacteroidota,AA,1,2
Prevotella sp000834015,Bacteroidota,AA,2.5,2
Prevotella sp002251245,Bacteroidota,AA,1.5,2
Prevotella sp002251295,Bacteroidota,AA,1.5,2
Prevotella sp002251365,Bacteroidota,AA,1.5,2
Prevotella sp002251385,Bacteroidota,AA,3,2
Prevotella sp002251435,Bacteroidota,AA,1.66666666666667,3
Prevotella sp002299275,Bacteroidota,AA,1,1
Prevotella sp002300055,Bacteroidota,AA,2,1
Prevotella sp900313215,Bacteroidota,AA,1.5,2
Prevotella sp900315955,Bacteroidota,AA,1,1
Pseudoflavonifractor capillosus,Firmicutes,AA,1.66666666666667,3
Pseudomonas aeruginosa,Proteobacteria,AA,13.25,4
Pseudoramibacter sp002396065,Firmicutes,AA,4.5,2
Pseudoscardovia suis,Actinobacteriota,AA,1,1
Psychrobacter pasteurii,Proteobacteria,AA,1.33333333333333,3
Pyramidobacter sp002007215,Other Phyla,AA,10,2
RC9 sp000433355,Bacteroidota,AA,2,1
RC9 sp000434935,Bacteroidota,AA,1,1
Romboutsia timonensis,Firmicutes,AA,9.75,4
Roseburia inulinivorans,Firmicutes,AA,2,1
Roseburia sp001940165,Firmicutes,AA,1,1
RUG001 sp900314575,Actinobacteriota,AA,1,1
RUG013 sp001486445,Actinobacteriota,AA,7,3
RUG114 sp900315615,Firmicutes,AA,1.5,2
RUG563 sp900320085,Firmicutes,AA,5,1
Ruminiclostridium_C sp000435295,Firmicutes,AA,25.3333333333333,3
Ruminiclostridium_E siraeum,Firmicutes,AA,1,2
Ruminococcus flavefaciens_A,Firmicutes,AA,1,1
Ruminococcus_A sp002361775,Firmicutes,AA,1,3
Ruminococcus_A sp003011855,Firmicutes,AA,55,2
Ruminococcus_C sp000433635,Firmicutes,AA,1,2
Ruminococcus_D bicirculans,Firmicutes,AA,2,1
Ruminococcus_E bromii_A,Firmicutes,AA,7,2
Ruminococcus_E bromii_B,Firmicutes,AA,3.66666666666667,3
Ruminococcus_E sp002491825,Firmicutes,AA,1,3
Ruminococcus_E sp003521625,Firmicutes,AA,1.5,4
Ruminococcus_E sp900100595,Firmicutes,AA,1,1
Ruminococcus_E sp900315605,Firmicutes,AA,1,1
Ruminococcus_E sp900315785,Firmicutes,AA,1,1
Ruminococcus_E sp900316815,Firmicutes,AA,1,1
Ruminococcus_E sp900317315,Firmicutes,AA,4,1
Ruminococcus_E sp900317875,Firmicutes,AA,1,2
Ruminococcus_E sp900319655,Firmicutes,AA,1,1
Ruminococcus_F champanellensis,Firmicutes,AA,1,1
Ruthenibacterium lactatiformans,Firmicutes,AA,6.66666666666667,3
Selenomonas_C bovis,Firmicutes,AA,4,2
Selenomonas_C sp002351185,Firmicutes,AA,5,1
Selenomonas_C sp900318215,Firmicutes,AA,1,1
Senegalimassilia anaerobia,Actinobacteriota,AA,1,1
Slackia heliotrinireducens,Actinobacteriota,AA,7,1
Solobacterium sp900290205,Firmicutes,AA,1,1
Spiro-01 sp001604265,Other Phyla,AA,20,1
Staphylococcus aureus,Firmicutes,AA,2,1
Staphylococcus epidermidis,Firmicutes,AA,2,1
Streptococcus agalactiae,Firmicutes,AA,1,1
